AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU11,AU12,AU14,AU15,AU17,AU20,AU23,AU24,AU25,AU26,AU28,AU43,input,naturalLanguageDescription,label,numLabel
0.2992225587,0.4932988286,0.531730175,0.4114498496,0.1697366983,1.0,0.2031472027,0.2206782997,0.5112476945,0.1910613775,0.4155231416,0.3911186755,0.5622082353,0.0,0.318993032,0.5635962486,0.0286434591,0.1351819932,0.3733038902,0.0227906369,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\210058\2100581069\2100581069.avi,"Nasolabial Deepener, using the muscles: Zygomaticus Minor, with a value of 0.5112476945; Chin Raiser, using the muscles: Mentalis, with a value of 0.5622082353; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5635962486; ",engaged,1
0.28112185,0.4957758188,0.6603266597,0.4384556115,0.1435492635,1.0,0.1789635271,0.3430878818,0.4646823704,0.0655322075,0.1679765135,0.4556134939,0.5009686947,0.0,0.2799018621,0.4517337382,0.2645946741,0.1554840356,0.1181645319,0.0554838032,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\210059\2100591038\2100591038.avi,"Chin Raiser, using the muscles: Mentalis, with a value of 0.5009686947; ",engaged,1
0.2680231929,0.4149610102,0.3466642499,0.586740911,0.1190354899,0.0,0.1940852851,0.1218637899,0.4661059678,0.0678009316,0.5068103671,0.2992097735,0.5116134286,0.0,0.457618922,0.4489696324,0.0015906579,0.2347391993,0.364610672,0.0311875995,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\310074\3100742048\3100742048.avi,"Dimpler, using the muscles: Buccinator, with a value of 0.5068103671; Chin Raiser, using the muscles: Mentalis, with a value of 0.5116134286; ",engaged,1
0.2605917156,0.4395350814,0.4885816574,0.3889460266,0.2366930991,0.0,0.4000910521,0.4457671642,0.4707461596,0.2254398018,0.3183594942,0.2749027014,0.5415751934,0.0,0.5294052958,0.4723231196,0.4371813536,0.2599271536,0.1063330546,0.0208235327,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\200050\2000501066\2000501066.avi,"Chin Raiser, using the muscles: Mentalis, with a value of 0.5415751934; Lip Tightener, using the muscles: Orbicularis Oris, with a value of 0.5294052958; ",engaged,1
0.2219120711,0.4695785344,0.3326358199,0.5876392722,0.1316133142,0.0,0.2109088004,0.5231012702,0.4687323868,0.1751594543,0.3269074857,0.2795781195,0.532446146,0.0,0.4616792798,0.5421608686,0.0537074655,0.2056641281,0.0992281884,0.013615788,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\210053\2100532020\2100532020.avi,"Upper Lip Raiser, using the muscles: Levator Labii Superioris, with a value of 0.5231012702; Chin Raiser, using the muscles: Mentalis, with a value of 0.532446146; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5421608686; ",engaged,1
0.2034097761,0.4198191464,0.5266720057,0.3611525297,0.131941244,0.0,0.1523334086,0.9409049749,0.4650202394,0.1372870505,0.3391327858,0.3241498172,0.525433898,0.0,0.5808477402,0.5732467771,0.0602949783,0.1889903843,0.0706915185,0.0248424988,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\310078\3100781030\3100781030.avi,"Upper Lip Raiser, using the muscles: Levator Labii Superioris, with a value of 0.9409049749; Chin Raiser, using the muscles: Mentalis, with a value of 0.525433898; Lip Tightener, using the muscles: Orbicularis Oris, with a value of 0.5808477402; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5732467771; ",engaged,1
0.3176452816,0.4561765194,0.321100235,0.6696684361,0.1021684259,0.0,0.1760174632,0.0289878696,0.5007534623,0.2614464164,0.4248566628,0.3285157979,0.5150943398,0.0,0.3872865438,0.5714941621,0.0050355643,0.1894633621,0.5245884061,0.0191237554,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\411021\4110212030\4110212030.avi,"Nasolabial Deepener, using the muscles: Zygomaticus Minor, with a value of 0.5007534623; Chin Raiser, using the muscles: Mentalis, with a value of 0.5150943398; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5714941621; Lip Suck, using the muscles: Orbicularis Oris, with a value of 0.5245884061; ",engaged,1
0.5322744846,0.5574579239,0.2974961996,0.3748927414,0.2924082279,1.0,0.3995521367,0.4143155813,0.4745643437,0.1665697396,0.1643497944,0.3170363605,0.5734772086,0.0,0.483392179,0.4986068904,0.2517255247,0.0975101814,0.0267791487,0.0760578215,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\310070\3100701008\3100701008.avi,"Chin Raiser, using the muscles: Mentalis, with a value of 0.5734772086; ",engaged,1
0.2610546649,0.3683540523,0.5263904929,0.3879463077,0.2679114342,1.0,0.3181533813,0.7412211895,0.4972863495,0.5263856053,0.5310075879,0.1719449311,0.473718971,1.0,0.4724412262,0.5608055592,0.3989332914,0.1933733672,0.3553674817,0.0362683907,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\210056\2100562032\2100562032.avi,"Upper Lip Raiser, using the muscles: Levator Labii Superioris, with a value of 0.7412211895; Lip Corner Puller, using the muscles: Zygomaticus Major, with a value of 0.5263856053; Dimpler, using the muscles: Buccinator, with a value of 0.5310075879; Lip Stretcher, using the muscles: Risorius, Platysma, with a value of 1.0; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5608055592; ",engaged,1
0.3195374608,0.4306227565,0.4420983791,0.2603189945,0.6098604798,0.0,0.4880587757,0.0744259879,0.506138742,0.549243927,0.5530427694,0.3120416403,0.6997471452,0.0,0.4085149765,0.5032280684,0.0744495243,0.0822158158,0.0936791152,0.2357491106,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\110011\1100112040\1100112040.avi,"Nasolabial Deepener, using the muscles: Zygomaticus Minor, with a value of 0.506138742; Lip Corner Puller, using the muscles: Zygomaticus Major, with a value of 0.549243927; Dimpler, using the muscles: Buccinator, with a value of 0.5530427694; Chin Raiser, using the muscles: Mentalis, with a value of 0.6997471452; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5032280684; ",engaged,1
0.2482647598,0.4536801577,0.3664465845,0.4069127738,0.3759928048,0.0,0.4012593031,0.0613762252,0.4870313704,0.4839092195,0.3856100142,0.2504015565,0.5512686968,0.0,0.5303816795,0.5882538557,0.0325079486,0.2029994875,0.3961516619,0.027253639,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\210051\2100512011\2100512011.avi,"Chin Raiser, using the muscles: Mentalis, with a value of 0.5512686968; Lip Tightener, using the muscles: Orbicularis Oris, with a value of 0.5303816795; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5882538557; ",engaged,1
0.397603184,0.4498168826,0.3960691988,0.4311609864,0.1218787357,0.0,0.1795131713,0.3283912241,0.4634888172,0.1780305505,0.3546854854,0.5876390934,0.5455787778,0.0,0.5121915936,0.4476875067,0.01651204,0.152425006,0.1070687547,0.0355737843,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\290428\29042802280\29042802280.mp4,"Lip Corner Depressor, using the muscles: Depressor Anguli Oris, with a value of 0.5876390934; Chin Raiser, using the muscles: Mentalis, with a value of 0.5455787778; Lip Tightener, using the muscles: Orbicularis Oris, with a value of 0.5121915936; ",engaged,1
0.2825742662,0.4053167105,0.4021348655,0.4243437946,0.1587239802,0.0,0.41234833,0.2347955406,0.4661237895,0.2720352113,0.2551784515,0.3484993577,0.6184698343,1.0,0.5121331215,0.4301661849,0.1495710313,0.3416205049,0.0399329625,0.6711521149,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\334463\33446301100\33446301100.avi,"Chin Raiser, using the muscles: Mentalis, with a value of 0.6184698343; Lip Stretcher, using the muscles: Risorius, Platysma, with a value of 1.0; Lip Tightener, using the muscles: Orbicularis Oris, with a value of 0.5121331215; Eyes Closed, using the muscles: Levator Palebrae Superioris (relaxation), with a value of 0.6711521149; ",engaged,1
0.2384545505,0.5100727677,0.4748819768,0.3713706434,0.1024148539,0.0,0.4225484729,0.0486244671,0.4646783173,0.063592881,0.3096213937,0.2054622918,0.4700784385,0.0,0.4068499804,0.5880294442,0.0024137443,0.0489897169,0.2725142837,0.0417138077,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\310063\3100632011\3100632011.avi,"Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5880294442; ",engaged,1
0.3177982867,0.4465588629,0.3377489746,0.6394558549,0.1034281626,0.0,0.2572500706,0.0034493869,0.4641362727,0.0807362795,0.2105573416,0.3536531031,0.5103040338,0.0,0.3782535791,0.4592380822,0.0640201122,0.1066477224,0.1514490843,0.0488298461,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\414081\4140810132\4140810132.avi,"Chin Raiser, using the muscles: Mentalis, with a value of 0.5103040338; ",engaged,1
0.2586880326,0.3935290277,0.3590821326,0.3755807281,0.2004278898,0.0,0.2755521238,0.2791417241,0.4717163742,0.321880728,0.4110456407,0.2992321551,0.6073598862,0.0,0.493226558,0.4854938388,0.1061895266,0.2900344431,0.0989605114,0.0398401245,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Test\510047\5100472047\5100472047.avi,"Chin Raiser, using the muscles: Mentalis, with a value of 0.6073598862; ",bored,3
0.259857446,0.5101677775,0.5842346549,0.4136539698,0.1415452063,0.0,0.2129127681,0.0856896862,0.4961673915,0.191326201,0.3393879831,0.2288298309,0.5391145349,0.0,0.2549515963,0.5012435913,0.0458774194,0.1917580217,0.04699957,0.031179646,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\400018\4000181031\4000181031.avi,"Chin Raiser, using the muscles: Mentalis, with a value of 0.5391145349; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5012435913; ",engaged,1
0.3433529437,0.4793845415,0.3040152788,0.3688836694,0.287112385,1.0,0.4541761577,0.2417009026,0.4940673709,0.4189178944,0.3730172515,0.3260338306,0.5745058656,1.0,0.4800280333,0.4345657229,0.7397123575,0.6136991382,0.284219861,0.2207441032,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\110001\1100011018\1100011018.avi,"Chin Raiser, using the muscles: Mentalis, with a value of 0.5745058656; Lip Stretcher, using the muscles: Risorius, Platysma, with a value of 1.0; Lip Part, using the muscles: Depressor Labii Inferioris, with a value of 0.7397123575; Jaw Drop, using the muscles: Masseter, Temporalis, Medial Pterygoid, with a value of 0.6136991382; ",engaged,1
0.2263856977,0.4252051115,0.4554059207,0.4003967345,0.1642923951,0.0,0.3198225498,0.4091998041,0.4719743729,0.1731786579,0.4324713051,0.2428337336,0.488588661,0.0,0.5704610944,0.5759617686,0.0095178997,0.183659181,0.4225464761,0.0176001843,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Validation\400033\4000332048\4000332048.avi,"Lip Tightener, using the muscles: Orbicularis Oris, with a value of 0.5704610944; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5759617686; ",engaged,1
0.3249501288,0.482969135,0.3055479228,0.6480317712,0.1306350082,0.0,0.262060374,0.0862682983,0.471886307,0.1755372137,0.2726289928,0.1601136327,0.5017391443,0.0,0.3778794408,0.5275754333,0.0303774718,0.095872283,0.1118094176,0.0305796154,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\110017\1100171055\1100171055.avi,"Chin Raiser, using the muscles: Mentalis, with a value of 0.5017391443; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5275754333; ",engaged,1
0.134665519,0.4449112713,0.2472086996,0.6244987249,0.121659115,0.0,0.1812604368,0.4537767768,0.4986170828,0.1412587166,0.4939072728,0.0861039236,0.494005233,1.0,0.4447771013,0.556633234,0.078552857,0.2663733661,0.2390230298,0.0137157384,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Test\510009\5100091028\5100091028.avi,"Lip Stretcher, using the muscles: Risorius, Platysma, with a value of 1.0; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.556633234; ",engaged,1
0.2513712943,0.4717932343,0.5508608818,0.6183240414,0.1666134447,0.0,0.2651089132,0.6576805115,0.502684176,0.4307566583,0.3747935295,0.458596766,0.4424357414,1.0,0.4823319912,0.5622578859,0.2111550719,0.2173420787,0.0357471555,0.0221942477,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\110005\1100052033\1100052033.avi,"Upper Lip Raiser, using the muscles: Levator Labii Superioris, with a value of 0.6576805115; Nasolabial Deepener, using the muscles: Zygomaticus Minor, with a value of 0.502684176; Lip Stretcher, using the muscles: Risorius, Platysma, with a value of 1.0; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5622578859; ",engaged,1
0.5690187812,0.4784124196,0.515722394,0.3408477306,0.129321754,1.0,0.4523386657,0.1956621706,0.46967417,0.1300379634,0.1519205123,0.3958881497,0.513727963,0.0,0.5733543634,0.496517539,0.3202548623,0.1976759136,0.064167209,0.7650545835,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\310064\3100642003\3100642003.avi,"Chin Raiser, using the muscles: Mentalis, with a value of 0.513727963; Lip Tightener, using the muscles: Orbicularis Oris, with a value of 0.5733543634; Eyes Closed, using the muscles: Levator Palebrae Superioris (relaxation), with a value of 0.7650545835; ",bored,3
0.2279303521,0.4286739528,0.4103448689,0.3501445055,0.1081232652,0.0,0.4660179317,0.0076519218,0.4680892527,0.1097771898,0.3324289918,0.2173969001,0.4069370329,1.0,0.4520554245,0.5874967575,0.4975085557,0.2029413432,0.1703895479,0.1884466559,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Test\500095\5000952018\5000952018.avi,"Lip Stretcher, using the muscles: Risorius, Platysma, with a value of 1.0; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5874967575; ",bored,3
0.2326884866,0.4418875575,0.5715882778,0.3439050615,0.1726440787,1.0,0.2871365249,0.9064077735,0.4942646325,0.335318774,0.3638833761,0.4092784822,0.6234677434,1.0,0.5331013799,0.4558285475,0.398314327,0.1161264107,0.0664536804,0.0275214836,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\110016\1100161043\1100161043.avi,"Upper Lip Raiser, using the muscles: Levator Labii Superioris, with a value of 0.9064077735; Chin Raiser, using the muscles: Mentalis, with a value of 0.6234677434; Lip Stretcher, using the muscles: Risorius, Platysma, with a value of 1.0; Lip Tightener, using the muscles: Orbicularis Oris, with a value of 0.5331013799; ",engaged,1
0.4570048749,0.5142539144,0.3816266954,0.4799636602,0.1495475024,1.0,0.1996293962,0.8349767923,0.4643751383,0.1642810553,0.2437239587,0.330584079,0.5261418819,0.0,0.4239653349,0.5645318031,0.0035547563,0.0897340178,0.1721791476,0.0830075219,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\401835\4018350130\4018350130.mp4,"Upper Lip Raiser, using the muscles: Levator Labii Superioris, with a value of 0.8349767923; Chin Raiser, using the muscles: Mentalis, with a value of 0.5261418819; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5645318031; ",engaged,1
0.313821882,0.3876259327,0.5320498943,0.4115588367,0.1336322129,1.0,0.2192876786,0.0097607169,0.4657762647,0.0735955536,0.1669175774,0.6045867801,0.5849192739,0.0,0.4921565652,0.5758175254,0.0560133867,0.1434967518,0.1773596555,0.0249924995,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Test\510009\5100092039\5100092039.avi,"Lip Corner Depressor, using the muscles: Depressor Anguli Oris, with a value of 0.6045867801; Chin Raiser, using the muscles: Mentalis, with a value of 0.5849192739; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5758175254; ",engaged,1
0.3016375899,0.4825638533,0.406473577,0.380674988,0.077499941,0.0,0.1317336708,0.006433127,0.4665706456,0.0428247042,0.1862418652,0.5674405694,0.4551717639,0.0,0.4279505014,0.4457361996,0.4641227126,0.18765378,0.1395468414,0.0366276316,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Test\882654\88265402590\88265402590.mp4,"Lip Corner Depressor, using the muscles: Depressor Anguli Oris, with a value of 0.5674405694; ",engaged,1
0.4934123456,0.5819384456,0.2713167667,0.3405851424,0.1515425891,1.0,0.1930978745,0.2802538574,0.4952798188,0.2009692639,0.4620884657,0.1080808416,0.5228998661,1.0,0.2963882983,0.4453819096,0.5567419529,0.4169638157,0.0123557588,0.1013319343,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Validation\410026\4100261006\4100261006.avi,"Chin Raiser, using the muscles: Mentalis, with a value of 0.5228998661; Lip Stretcher, using the muscles: Risorius, Platysma, with a value of 1.0; Lip Part, using the muscles: Depressor Labii Inferioris, with a value of 0.5567419529; ",bored,3
0.2171704024,0.4080551565,0.3794706464,0.3997295797,0.0955756381,0.0,0.1753285378,0.5655215383,0.464212358,0.0402740501,0.2012294978,0.2943550944,0.5100869536,0.0,0.3320416212,0.5622293353,0.0119830724,0.1708964258,0.6392768025,0.0210284572,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\110007\1100072039\1100072039.avi,"Upper Lip Raiser, using the muscles: Levator Labii Superioris, with a value of 0.5655215383; Chin Raiser, using the muscles: Mentalis, with a value of 0.5100869536; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5622293353; Lip Suck, using the muscles: Orbicularis Oris, with a value of 0.6392768025; ",engaged,1
0.2678151131,0.4830273092,0.3605242074,0.355923146,0.170126304,0.0,0.2684411108,0.5305960178,0.4723008573,0.4655382931,0.3583980799,0.2611686289,0.5447962284,1.0,0.5808109045,0.4885222018,0.1106599197,0.1532606781,0.2022614032,0.0179907717,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\110002\1100022051\1100022051.avi,"Upper Lip Raiser, using the muscles: Levator Labii Superioris, with a value of 0.5305960178; Chin Raiser, using the muscles: Mentalis, with a value of 0.5447962284; Lip Stretcher, using the muscles: Risorius, Platysma, with a value of 1.0; Lip Tightener, using the muscles: Orbicularis Oris, with a value of 0.5808109045; ",engaged,1
0.3956968188,0.4182161391,0.5045976639,0.4608196616,0.1764331609,0.0,0.3072718084,0.4638728499,0.4707200527,0.2049014121,0.1603972465,0.4267996848,0.6002880931,0.0,0.5558327436,0.4033719301,0.9904575348,0.4938970208,0.0426734537,0.0653630942,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\202614\2026140241\2026140241.mp4,"Chin Raiser, using the muscles: Mentalis, with a value of 0.6002880931; Lip Tightener, using the muscles: Orbicularis Oris, with a value of 0.5558327436; Lip Part, using the muscles: Depressor Labii Inferioris, with a value of 0.9904575348; ",engaged,1
0.2944009304,0.4257358015,0.4641739726,0.2528314292,0.1780192405,1.0,0.6177805066,0.5402801633,0.4659837484,0.3402448595,0.4817634523,0.2416589409,0.3516350687,1.0,0.5974126458,0.5391807556,0.0200669356,0.1551462859,0.0768412426,0.7186842561,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\310072\3100721031\3100721031.avi,"Upper Lip Raiser, using the muscles: Levator Labii Superioris, with a value of 0.5402801633; Lip Stretcher, using the muscles: Risorius, Platysma, with a value of 1.0; Lip Tightener, using the muscles: Orbicularis Oris, with a value of 0.5974126458; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5391807556; Eyes Closed, using the muscles: Levator Palebrae Superioris (relaxation), with a value of 0.7186842561; ",engaged,1
0.2486207634,0.459874332,0.3360120952,0.3818418086,0.1447837651,1.0,0.344547838,0.7967889309,0.4992711544,0.2298860997,0.4808133245,0.3024914861,0.4855074286,0.0,0.5007427335,0.5635962486,0.0175096225,0.154779464,0.0290075392,0.0383358672,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\226051\226051027\226051027.avi,"Upper Lip Raiser, using the muscles: Levator Labii Superioris, with a value of 0.7967889309; Lip Tightener, using the muscles: Orbicularis Oris, with a value of 0.5007427335; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5635962486; ",engaged,1
0.3451620936,0.4066734612,0.4413061142,0.4076581299,0.4433230758,1.0,0.4958668947,0.8489392996,0.46577999,0.4498063028,0.2741156518,0.5275809169,0.4964857399,1.0,0.6047641039,0.4197738469,0.9953992963,0.5922745466,0.1335947663,0.1834003329,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\110014\1100141007\1100141007.avi,"Upper Lip Raiser, using the muscles: Levator Labii Superioris, with a value of 0.8489392996; Lip Corner Depressor, using the muscles: Depressor Anguli Oris, with a value of 0.5275809169; Lip Stretcher, using the muscles: Risorius, Platysma, with a value of 1.0; Lip Tightener, using the muscles: Orbicularis Oris, with a value of 0.6047641039; Lip Part, using the muscles: Depressor Labii Inferioris, with a value of 0.9953992963; Jaw Drop, using the muscles: Masseter, Temporalis, Medial Pterygoid, with a value of 0.5922745466; ",engaged,1
0.364448905,0.5610276461,0.3353902102,0.4198472202,0.1136387289,0.0,0.2222444564,0.0309025962,0.4662241936,0.1493069232,0.2024104148,0.2803117335,0.5197777748,0.0,0.4311019182,0.4480574131,0.0056515629,0.1095249951,0.3440308571,0.0302980151,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\290428\29042802200\29042802200.mp4,"Chin Raiser, using the muscles: Mentalis, with a value of 0.5197777748; ",engaged,1
0.2883552611,0.4230009615,0.3549231887,0.378044188,0.1346902251,0.0,0.3516568542,0.3717960119,0.4707390666,0.1136839539,0.1674895883,0.1749195457,0.5426639318,0.0,0.3494538367,0.5769973993,0.00684406,0.425251931,0.3421659768,0.0359357707,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Validation\410020\4100202045\4100202045.avi,"Chin Raiser, using the muscles: Mentalis, with a value of 0.5426639318; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5769973993; ",bored,3
0.4080356658,0.5027011633,0.5407283306,0.3382203877,0.1824577153,0.0,0.4621458948,0.0396485887,0.4935176671,0.1780224591,0.3339968324,0.3872541189,0.5745245218,0.0,0.3088518083,0.5902783275,0.2418816984,0.2197409272,0.0714501962,0.7240002155,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\401835\4018350247\4018350247.mp4,"Chin Raiser, using the muscles: Mentalis, with a value of 0.5745245218; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5902783275; Eyes Closed, using the muscles: Levator Palebrae Superioris (relaxation), with a value of 0.7240002155; ",engaged,1
0.5158730149,0.4081885517,0.7818551064,0.4337888062,0.6692223549,1.0,0.524381876,0.1766527295,0.4796538651,0.4868461788,0.3575233519,0.1922522932,0.4118684828,0.0,0.2114838362,0.5842910409,0.2816628814,0.0971226916,0.0290583968,0.2707957625,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Validation\400030\4000301056\4000301056.avi,"Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5842910409; ",engaged,1
0.4447924793,0.4704761207,0.3256884515,0.4759489,0.133592546,1.0,0.1726433188,0.3225443661,0.4990859032,0.0823997557,0.322740525,0.2464504689,0.4416821599,0.0,0.3681355119,0.4067005515,0.6431328654,0.0759077817,0.0881897509,0.0483320579,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Validation\410026\4100262053\4100262053.avi,"Lip Part, using the muscles: Depressor Labii Inferioris, with a value of 0.6431328654; ",engaged,1
0.2621141374,0.5134440064,0.3002277911,0.6484082341,0.1452974081,1.0,0.1578522474,0.7093819976,0.4892763197,0.2707156241,0.5960403681,0.2388322949,0.4767665267,1.0,0.4325538278,0.5622578859,0.0711325482,0.273242116,0.1408183873,0.03172867,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Validation\400033\4000331036\4000331036.avi,"Upper Lip Raiser, using the muscles: Levator Labii Superioris, with a value of 0.7093819976; Dimpler, using the muscles: Buccinator, with a value of 0.5960403681; Lip Stretcher, using the muscles: Risorius, Platysma, with a value of 1.0; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5622578859; ",bored,3
0.2256162763,0.4702195227,0.3806683123,0.3633365929,0.3092877567,1.0,0.408731699,0.0690247044,0.470911175,0.4410949051,0.5669023395,0.2058170885,0.545900166,0.0,0.3512148559,0.5749027133,0.024554858,0.0905518755,0.0363646261,0.0681191832,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Test\510047\5100471072\5100471072.avi,"Dimpler, using the muscles: Buccinator, with a value of 0.5669023395; Chin Raiser, using the muscles: Mentalis, with a value of 0.545900166; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5749027133; ",engaged,1
0.3697427809,0.4730237126,0.5757196546,0.3596709073,0.1088382155,0.0,0.3560320437,0.0589597225,0.4638855159,0.1351273805,0.5384854674,0.4118528068,0.4707662463,1.0,0.4745794833,0.5889146328,0.1241485327,0.1831285059,0.0402021781,0.2518661022,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Validation\410019\4100192025\4100192025.avi,"Dimpler, using the muscles: Buccinator, with a value of 0.5384854674; Lip Stretcher, using the muscles: Risorius, Platysma, with a value of 1.0; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5889146328; ",engaged,1
0.3387183547,0.5787795186,0.133869037,0.4003183842,0.3216644824,0.0,0.3763465285,0.4184717536,0.4683401585,0.2438616604,0.4459108114,0.3975128829,0.567840457,1.0,0.6360851526,0.56733495,0.7098243237,0.1606235355,0.2229956388,0.0259481538,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\290428\29042801110\29042801110.mp4,"Chin Raiser, using the muscles: Mentalis, with a value of 0.567840457; Lip Stretcher, using the muscles: Risorius, Platysma, with a value of 1.0; Lip Tightener, using the muscles: Orbicularis Oris, with a value of 0.6360851526; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.56733495; Lip Part, using the muscles: Depressor Labii Inferioris, with a value of 0.7098243237; ",engaged,1
0.4833450615,0.4383990467,0.3491821289,0.4377198219,0.5647762418,1.0,0.3802996278,0.7222178578,0.4751700163,0.5220010281,0.376373589,0.1805033535,0.6460872889,0.0,0.2813569605,0.5613973737,0.826487124,0.1730617136,0.1049671844,0.0313516334,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\202614\2026140281\2026140281.mp4,"Upper Lip Raiser, using the muscles: Levator Labii Superioris, with a value of 0.7222178578; Lip Corner Puller, using the muscles: Zygomaticus Major, with a value of 0.5220010281; Chin Raiser, using the muscles: Mentalis, with a value of 0.6460872889; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5613973737; Lip Part, using the muscles: Depressor Labii Inferioris, with a value of 0.826487124; ",engaged,1
